image_name,class_name,class_no,0_x,0_y,0_score,1_x,1_y,1_score,2_x,2_y,2_score,3_x,3_y,3_score,4_x,4_y,4_score,5_x,5_y,5_score,6_x,6_y,6_score,7_x,7_y,7_score,8_x,8_y,8_score,9_x,9_y,9_score,10_x,10_y,10_score,11_x,11_y,11_score,12_x,12_y,12_score,13_x,13_y,13_score,14_x,14_y,14_score,15_x,15_y,15_score,16_x,16_y,16_score
girl2_cobra029.jpg,cobra,1,39.942265,178.86813,0.37936482,41.64497,174.86357,0.30397213,39.6854,175.43001,0.31457567,50.337402,174.97037,0.3374658,49.99694,174.70813,0.1849299,65.81325,194.1436,0.38012582,79.73498,188.65326,0.34678036,95.09787,201.69293,0.1842792,97.13206,190.66841,0.54204226,124.09706,195.52686,0.13992755,124.48089,193.7975,0.4916437,112.62969,220.65802,0.5389587,119.76835,216.09055,0.39282268,177.31088,225.64024,0.44255197,179.5086,223.2765,0.5139015,249.94148,229.68567,0.3589063,249.92574,229.23189,0.3256319
girl2_cobra030.jpg,cobra,1,39.864212,178.88292,0.38973382,41.93722,174.67255,0.37588972,38.95489,174.30421,0.36131984,53.586178,175.02406,0.45578834,50.589344,173.56912,0.16667175,70.50473,198.07869,0.3200751,83.535194,185.14229,0.4631096,106.1056,207.04202,0.13635166,115.25022,192.26917,0.28769842,124.376045,192.19603,0.22537124,124.300476,189.37512,0.48818672,118.26789,223.54843,0.52296793,125.22296,215.60303,0.3737599,177.12192,227.36717,0.62918997,178.66273,222.864,0.42133784,245.01991,231.13133,0.44824833,243.58025,229.23282,0.34711918
girl2_cobra033.jpg,cobra,1,44.053246,169.62283,0.32911345,44.736603,166.4333,0.35118538,44.476208,166.03761,0.28569993,53.82144,169.85104,0.42527023,58.233006,167.94556,0.24397522,68.69161,193.98618,0.25592682,85.263176,183.33849,0.36441565,108.275154,212.91562,0.17486796,115.16001,190.70148,0.25964823,132.66464,181.95496,0.2130382,132.27573,181.05896,0.5691459,115.405426,225.17859,0.43658602,125.591225,215.24121,0.37191823,176.14786,228.65524,0.51006806,177.9336,221.95999,0.45031592,242.08371,231.2705,0.41626513,240.85413,230.0954,0.2751043
girl2_cobra035.jpg,cobra,1,48.238712,168.67166,0.24369934,48.08708,165.45747,0.3284186,51.846226,164.07942,0.19484842,55.437115,168.23492,0.40999606,65.7716,164.19003,0.2724527,71.48007,194.9833,0.3511909,91.62675,179.8844,0.5109676,95.877754,209.79579,0.27050805,118.73179,191.73547,0.37439704,50.55213,197.93367,0.13514046,138.60486,178.39635,0.5671078,115.609566,227.21222,0.4095779,128.15372,215.95508,0.45005396,177.821,229.11136,0.40825635,182.9726,222.13426,0.27681193,239.79616,233.25185,0.38682714,240.23953,232.04955,0.37716225
girl2_cobra040.jpg,cobra,1,55.542236,163.05843,0.26621225,54.478626,160.53201,0.30045816,58.961884,158.69342,0.16724104,60.012554,163.68112,0.41802198,76.87609,159.78528,0.28512633,70.06811,186.0012,0.45112544,97.43675,177.13821,0.7225969,77.922615,203.91585,0.54612654,123.30644,194.35129,0.4717247,49.812923,202.59924,0.5519072,146.99097,183.58105,0.5922302,112.437775,227.38225,0.43420228,126.88931,219.79735,0.45700637,171.74875,229.85028,0.39303717,174.1198,224.68758,0.37557703,230.6825,237.27104,0.3940625,230.68665,233.7256,0.2882309
girl2_cobra041.jpg,cobra,1,57.550636,161.5602,0.24344382,55.3634,158.28146,0.22645257,61.484257,156.56743,0.14424402,61.50022,162.22787,0.45734793,79.05406,158.839,0.37147728,71.66736,183.35936,0.48781028,98.250175,175.7188,0.70772827,78.73082,203.04704,0.64989364,123.70966,194.81032,0.43849117,49.95867,202.73181,0.6448096,147.4163,184.71915,0.6241323,110.672646,225.80229,0.4064792,124.582794,217.87505,0.4829422,168.59674,230.87308,0.3334778,170.76704,226.24174,0.52457094,230.00433,237.05269,0.27044585,227.59695,233.63797,0.24757025
girl2_cobra044.jpg,cobra,1,61.509937,159.52464,0.2237906,59.048363,156.28273,0.3110511,67.06106,154.56696,0.16301075,63.76238,160.64484,0.54578793,83.516174,157.32933,0.44508812,70.390045,181.67757,0.36829486,100.33077,175.77177,0.71637774,79.53804,204.18802,0.6585667,127.2801,196.91779,0.4382566,50.73679,204.18576,0.5283934,153.112,185.58105,0.56068635,111.27742,224.21066,0.41889182,129.83626,217.44058,0.447473,168.7271,231.42502,0.37478554,173.80011,226.46402,0.26897615,221.98322,240.17226,0.26891524,222.86488,236.08087,0.4137348
girl2_cobra045.jpg,cobra,1,61.926506,159.70259,0.23231529,60.01727,156.1541,0.31625873,67.487045,154.8158,0.18050802,65.345184,160.545,0.5347543,84.21597,157.66284,0.42453936,72.21346,181.85118,0.4812882,100.59875,175.86107,0.7448518,80.2987,204.28069,0.64338267,126.485825,196.99135,0.40686128,51.799973,204.46385,0.5302459,129.11282,203.62352,0.23160164,111.94638,223.43227,0.4166454,131.14157,216.91115,0.45827135,167.71288,231.04099,0.3789436,175.73973,225.08862,0.35442266,219.44032,241.202,0.31554854,220.83206,235.60928,0.39997554
girl2_cobra046.jpg,cobra,1,64.569695,159.64803,0.20198086,62.34056,155.82443,0.30752286,70.62681,154.8696,0.16557837,66.88638,159.83913,0.5090252,85.66145,157.28249,0.3248788,74.20966,181.5494,0.64328194,102.54899,175.89438,0.6387003,78.86815,203.86629,0.6725842,128.48764,196.5431,0.34782028,48.80612,204.07864,0.45713928,156.30956,186.0552,0.48114303,113.01674,224.54773,0.3709443,130.67369,217.71742,0.39362615,171.871,232.09578,0.32714313,177.84068,225.6704,0.22916198,221.76648,244.05772,0.30518052,220.89958,237.7041,0.25045976
girl2_cobra050.jpg,cobra,1,70.96669,161.2899,0.2149815,67.85888,156.7237,0.30644396,76.74441,156.46681,0.17284931,71.13051,159.908,0.51871824,92.20493,158.5657,0.4767718,75.02496,180.7404,0.48855886,106.67445,176.87225,0.6718356,80.6284,204.04501,0.61453843,131.79779,198.96658,0.4443172,51.89428,205.16957,0.5494402,159.2773,188.40576,0.5126463,109.96778,223.46512,0.4636793,129.23238,217.88367,0.4361396,169.32504,231.93274,0.23922159,178.8293,224.58029,0.2585173,218.44025,244.95157,0.17971195,213.25362,242.76993,0.32789755
